Date,Total
2007-10-30,745000
2007-10-31,741000
2007-11-01,756000
2007-11-02,759000
2007-11-03,341000
2007-11-04,205000
2007-11-05,731000
2007-11-06,736000
2007-11-07,748000
2007-11-08,751000
2007-11-09,737000
2007-11-10,340000
2007-11-11,238000
2007-11-12,409000
2007-11-13,718000
2007-11-14,748000
2007-11-15,732000
2007-11-16,767000
2007-11-17,324000
2007-11-18,193000
2007-11-19,691000
2007-11-20,709000
2007-11-21,626000
2007-11-22,103000
2007-11-23,373000
2007-11-24,243000
2007-11-25,160000
2007-11-26,657000
2007-11-27,704000
2007-11-28,725000
2007-11-29,727000
2007-11-30,724000
2007-12-01,306000
2007-12-02,185000
2007-12-03,683000
2007-12-04,718000
2007-12-05,738000
2007-12-06,748000
2007-12-07,715000
2007-12-08,292000
2007-12-09,176000
2007-12-10,691000
2007-12-11,725000
2007-12-12,739000
2007-12-13,725000
2007-12-14,738000
2007-12-15,276000
2007-12-16,178000
2007-12-17,666000
2007-12-18,706000
2007-12-19,709000
2007-12-20,688000
2007-12-21,621000
2007-12-22,231000
2007-12-23,141000
2007-12-24,199000
2007-12-25,69000
2007-12-26,400000
2007-12-27,520000
2007-12-28,521000
2007-12-29,278000
2007-12-30,176000
2007-12-31,452000
2008-01-01,134000
2008-01-02,585000
2008-01-03,619000
2008-01-04,634000
2008-01-05,245000
2008-01-06,163000
2008-01-07,664000
2008-01-08,699000
2008-01-09,702000
2008-01-10,696000
2008-01-11,692000
2008-01-12,323000
2008-01-13,190000
2008-01-14,679000
2008-01-15,724000
2008-01-16,722000
2008-01-17,710000
2008-01-18,698000
2008-01-19,265000
2008-01-20,159000
2008-01-21,256000
2008-01-22,711000
2008-01-23,709000
2008-01-24,718000
2008-01-25,715000
2008-01-26,294000
2008-01-27,183000
2008-01-28,664000
2008-01-29,692000
2008-01-30,698000
2008-01-31,703000
2008-02-01,663000
2008-02-02,287000
2008-02-03,165000
2008-02-04,662000
2008-02-05,703000
2008-02-06,708000
2008-02-07,714000
2008-02-08,724000
2008-02-09,289000
2008-02-10,184000
2008-02-11,666000
2008-02-12,701000
2008-02-13,673000
2008-02-14,726000
2008-02-15,693000
2008-02-16,299000
2008-02-17,197000
2008-02-18,278000
2008-02-19,697000
2008-02-20,721000
2008-02-21,725000
2008-02-22,602000
2008-02-23,277000
2008-02-24,176000
2008-02-25,678000
2008-02-26,714000
2008-02-27,719000
2008-02-28,719000
2008-02-29,680000
2008-03-01,284000
2008-03-02,185000
2008-03-03,694000
2008-03-04,716000
2008-03-05,734000
2008-03-06,726000
2008-03-07,700000
2008-03-08,280000
2008-03-09,199000
2008-03-10,688000
2008-03-11,745000
2008-03-12,750000
2008-03-13,751000
2008-03-14,745000
2008-03-15,368000
2008-03-16,216000
2008-03-17,722000
2008-03-18,748000
2008-03-19,743000
2008-03-20,765000
2008-03-21,693000
2008-03-22,321000
2008-03-23,196000
2008-03-24,684000
2008-03-25,744000
2008-03-26,773000
2008-03-27,751000
2008-03-28,765000
2008-03-29,569000
2008-03-30,323000
2008-03-31,692000
2008-04-01,764000
2008-04-02,783000
2008-04-03,777000
2008-04-04,763000
2008-04-05,453000
2008-04-06,249000
2008-04-07,731000
2008-04-08,748000
2008-04-09,796000
2008-04-10,792000
2008-04-11,819000
2008-04-12,467000
2008-04-13,267000
2008-04-14,725000
2008-04-15,766000
2008-04-16,777000
2008-04-17,819000
2008-04-18,754000
2008-04-19,360000
2008-04-20,193000
2008-04-21,685000
2008-04-22,769000
2008-04-23,797000
2008-04-24,822000
2008-04-25,788000
2008-04-26,369000
2008-04-27,236000
2008-04-28,670000
2008-04-29,749000
2008-04-30,761000
2008-05-01,755000
2008-05-02,784000
2008-05-03,367000
2008-05-04,256000
2008-05-05,708000
2008-05-06,743000
2008-05-07,747000
2008-05-08,734000
2008-05-09,701000
2008-05-10,349000
2008-05-11,186000
2008-05-12,641000
2008-05-13,751000
2008-05-14,757000
2008-05-15,770000
2008-05-16,728000
2008-05-17,360000
2008-05-18,207000
2008-05-19,735000
2008-05-20,748000
2008-05-21,776000
2008-05-22,751000
2008-05-23,730000
2008-05-24,384000
2008-05-25,349000
2008-05-26,300000
2008-05-27,709000
2008-05-28,753000
2008-05-29,768000
2008-05-30,774000
2008-05-31,292000
2008-06-01,254000
2008-06-02,744000
2008-06-03,807000
2008-06-04,771000
2008-06-05,812000
2008-06-06,788000
2008-06-07,388000
2008-06-08,235000
2008-06-09,745000
2008-06-10,771000
2008-06-11,799000
2008-06-12,800000
2008-06-13,705000
2008-06-14,323000
2008-06-15,241000
2008-06-16,734000
2008-06-17,806000
2008-06-18,815000
2008-06-19,814000
2008-06-20,823000
2008-06-21,405000
2008-06-22,287000
2008-06-23,771000
2008-06-24,830000
2008-06-25,840000
2008-06-26,814000
2008-06-27,819000
2008-06-28,428000
2008-06-29,305000
2008-06-30,755000
2008-07-01,818000
2008-07-02,831000
2008-07-03,800000
2008-07-04,588000
2008-07-05,373000
2008-07-06,253000
2008-07-07,737000
2008-07-08,829000
2008-07-09,811000
2008-07-10,839000
2008-07-11,849000
2008-07-12,405000
2008-07-13,262000
2008-07-14,766000
2008-07-15,824000
2008-07-16,825000
2008-07-17,834000
2008-07-18,804000
2008-07-19,356000
2008-07-20,241000
2008-07-21,759000
2008-07-22,796000
2008-07-23,804000
2008-07-24,808000
2008-07-25,786000
2008-07-26,357000
2008-07-27,223000
2008-07-28,762000
2008-07-29,829000
2008-07-30,812000
2008-07-31,810000
2008-08-01,797000
2008-08-02,363000
2008-08-03,274000
2008-08-04,733000
2008-08-05,769000
2008-08-06,773000
2008-08-07,762000
2008-08-08,741000
2008-08-09,351000
2008-08-10,208000
2008-08-11,709000
2008-08-12,771000
2008-08-13,770000
2008-08-14,769000
2008-08-15,744000
2008-08-16,371000
2008-08-17,242000
2008-08-18,680000
2008-08-19,718000
2008-08-20,718000
2008-08-21,725000
2008-08-22,708000
2008-08-23,309000
2008-08-24,204000
2008-08-25,666000
2008-08-26,728000
2008-08-27,723000
2008-08-28,710000
2008-08-29,671000
2008-08-30,326000
2008-08-31,253000
2008-09-01,225000
2008-09-02,698000
2008-09-03,744000
2008-09-04,738000
2008-09-05,739000
2008-09-06,194000
2008-09-07,213000
2008-09-08,724000
2008-09-09,737000
2008-09-10,757000
2008-09-11,765000
2008-09-12,734000
2008-09-13,352000
2008-09-14,224000
2008-09-15,732000
2008-09-16,771000
2008-09-17,777000
2008-09-18,787000
2008-09-19,774000
2008-09-20,348000
2008-09-21,240000
2008-09-22,715000
2008-09-23,773000
2008-09-24,777000
2008-09-25,761000
2008-09-26,727000
2008-09-27,330000
2008-09-28,195000
2008-09-29,706000
2008-09-30,720000
2008-10-01,738000
2008-10-02,772000
2008-10-03,762000
2008-10-04,359000
2008-10-05,264000
2008-10-06,736000
2008-10-07,775000
2008-10-08,770000
2008-10-09,747000
2008-10-10,759000
2008-10-11,387000
2008-10-12,256000
2008-10-13,409000
2008-10-14,743000
2008-10-15,765000
2008-10-16,766000
2008-10-17,771000
2008-10-18,365000
2008-10-19,229000
2008-10-20,715000
2008-10-21,743000
2008-10-22,752000
2008-10-23,757000
2008-10-24,769000
2008-10-25,321000
2008-10-26,314000
2008-10-27,714000
2008-10-28,751000
2008-10-29,750000
2008-10-30,747000
2008-10-31,769000
2008-11-01,304000
2008-11-02,199000
2008-11-03,736000
2008-11-04,685000
2008-11-05,724000
2008-11-06,762000
2008-11-07,774000
2008-11-08,357000
2008-11-09,218000
2008-11-10,689000
2008-11-11,434000
2008-11-12,747000
2008-11-13,731000
2008-11-14,786000
2008-11-15,349000
2008-11-16,231000
2008-11-17,734000
2008-11-18,767000
2008-11-19,761000
2008-11-20,753000
2008-11-21,738000
2008-11-22,307000
2008-11-23,185000
2008-11-24,701000
2008-11-25,715000
2008-11-26,627000
2008-11-27,112000
2008-11-28,390000
2008-11-29,262000
2008-11-30,152000
2008-12-01,681000
2008-12-02,733000
2008-12-03,745000
2008-12-04,766000
2008-12-05,745000
2008-12-06,290000
2008-12-07,174000
2008-12-08,678000
2008-12-09,732000
2008-12-10,741000
2008-12-11,727000
2008-12-12,731000
2008-12-13,292000
2008-12-14,193000
2008-12-15,693000
2008-12-16,716000
2008-12-17,718000
2008-12-18,733000
2008-12-19,677000
2008-12-20,280000
2008-12-21,182000
2008-12-22,579000
2008-12-23,562000
2008-12-24,382000
2008-12-25,70000
2008-12-26,269000
2008-12-27,253000
2008-12-28,187000
2008-12-29,557000
2008-12-30,599000
2008-12-31,522000
2009-01-01,151000
2009-01-02,443000
2009-01-03,280000
2009-01-04,164000
2009-01-05,666000
2009-01-06,713000
2009-01-07,702000
2009-01-08,731000
2009-01-09,735000
2009-01-10,307000
2009-01-11,196000
2009-01-12,723000
2009-01-13,757000
2009-01-14,762000
2009-01-15,756000
2009-01-16,717000
2009-01-17,373000
2009-01-18,594000
2009-01-19,867000
2009-01-20,1120000
2009-01-21,776000
2009-01-22,813000
2009-01-23,763000
2009-01-24,304000
2009-01-25,171000
2009-01-26,692000
2009-01-27,707000
2009-01-28,602000
2009-01-29,739000
2009-01-30,726000
2009-01-31,300000
2009-02-01,198000
2009-02-02,698000
2009-02-03,733000
2009-02-04,744000
2009-02-05,748000
2009-02-06,750000
2009-02-07,372000
2009-02-08,226000
2009-02-09,695000
2009-02-10,732000
2009-02-11,746000
2009-02-12,749000
2009-02-13,737000
2009-02-14,320000
2009-02-15,222000
2009-02-16,287000
2009-02-17,725000
2009-02-18,739000
2009-02-19,729000
2009-02-20,746000
2009-02-21,336000
2009-02-22,188000
2009-02-23,693000
2009-02-24,740000
2009-02-25,745000
2009-02-26,765000
2009-02-27,749000
2009-02-28,323000
2009-03-01,196000
2009-03-02,491000
2009-03-03,731000
2009-03-04,736000
2009-03-05,762000
2009-03-06,750000
2009-03-07,363000
2009-03-08,228000
2009-03-09,721000
2009-03-10,763000
2009-03-11,771000
2009-03-12,768000
2009-03-13,741000
2009-03-14,377000
2009-03-15,222000
2009-03-16,728000
2009-03-17,781000
2009-03-18,786000
2009-03-19,768000
2009-03-20,771000
2009-03-21,395000
2009-03-22,243000
2009-03-23,714000
2009-03-24,762000
2009-03-25,764000
2009-03-26,747000
2009-03-27,767000
2009-03-28,363000
2009-03-29,239000
2009-03-30,721000
2009-03-31,777000
2009-04-01,776000
2009-04-02,799000
2009-04-03,791000
2009-04-04,694000
2009-04-05,458000
2009-04-06,755000
2009-04-07,810000
2009-04-08,814000
2009-04-09,840000
2009-04-10,767000
2009-04-11,374000
2009-04-12,239000
2009-04-13,775000
2009-04-14,765000
2009-04-15,787000
2009-04-16,806000
2009-04-17,828000
2009-04-18,430000
2009-04-19,252000
2009-04-20,690000
2009-04-21,778000
2009-04-22,784000
2009-04-23,795000
2009-04-24,792000
2009-04-25,366000
2009-04-26,229000
2009-04-27,705000
2009-04-28,759000
2009-04-29,726000
2009-04-30,744000
2009-05-01,741000
2009-05-02,343000
2009-05-03,183000
2009-05-04,697000
2009-05-05,745000
2009-05-06,737000
2009-05-07,740000
2009-05-08,739000
2009-05-09,349000
2009-05-10,209000
2009-05-11,689000
2009-05-12,750000
2009-05-13,787000
2009-05-14,764000
2009-05-15,769000
2009-05-16,409000
2009-05-17,253000
2009-05-18,742000
2009-05-19,775000
2009-05-20,777000
2009-05-21,774000
2009-05-22,733000
2009-05-23,393000
2009-05-24,325000
2009-05-25,256000
2009-05-26,676000
2009-05-27,742000
2009-05-28,754000
2009-05-29,734000
2009-05-30,347000
2009-05-31,227000
2009-06-01,738000
2009-06-02,791000
2009-06-03,807000
2009-06-04,790000
2009-06-05,759000
2009-06-06,440000
2009-06-07,274000
2009-06-08,762000
2009-06-09,783000
2009-06-10,832000
2009-06-11,817000
2009-06-12,803000
2009-06-13,397000
2009-06-14,271000
2009-06-15,772000
2009-06-16,814000
2009-06-17,809000
2009-06-18,802000
2009-06-19,818000
2009-06-20,357000
2009-06-21,267000
2009-06-22,733000
2009-06-23,714000
2009-06-24,790000
2009-06-25,803000
2009-06-26,744000
2009-06-27,408000
2009-06-28,250000
2009-06-29,731000
2009-06-30,763000
2009-07-01,771000
2009-07-02,744000
2009-07-03,467000
2009-07-04,613000
2009-07-05,264000
2009-07-06,709000
2009-07-07,764000
2009-07-08,788000
2009-07-09,781000
2009-07-10,775000
2009-07-11,385000
2009-07-12,236000
2009-07-13,751000
2009-07-14,788000
2009-07-15,809000
2009-07-16,828000
2009-07-17,791000
2009-07-18,394000
2009-07-19,267000
2009-07-20,748000
2009-07-21,803000
2009-07-22,803000
2009-07-23,790000
2009-07-24,782000
2009-07-25,366000
2009-07-26,257000
2009-07-27,744000
2009-07-28,772000
2009-07-29,776000
2009-07-30,773000
2009-07-31,744000
2009-08-01,353000
2009-08-02,212000
2009-08-03,731000
2009-08-04,789000
2009-08-05,777000
2009-08-06,763000
2009-08-07,765000
2009-08-08,341000
2009-08-09,242000
2009-08-10,677000
2009-08-11,718000
2009-08-12,726000
2009-08-13,727000
2009-08-14,708000
2009-08-15,324000
2009-08-16,213000
2009-08-17,670000
2009-08-18,717000
2009-08-19,720000
2009-08-20,734000
2009-08-21,689000
2009-08-22,282000
2009-08-23,208000
2009-08-24,661000
2009-08-25,691000
2009-08-26,706000
2009-08-27,706000
2009-08-28,682000
2009-08-29,294000
2009-08-30,197000
2009-08-31,661000
2009-09-01,709000
2009-09-02,723000
2009-09-03,714000
2009-09-04,678000
2009-09-05,288000
2009-09-06,227000
2009-09-07,169000
2009-09-08,685000
2009-09-09,734000
2009-09-10,743000
2009-09-11,719000
2009-09-12,420000
2009-09-13,214000
2009-09-14,698000
2009-09-15,740000
2009-09-16,739000
2009-09-17,736000
2009-09-18,714000
2009-09-19,320000
2009-09-20,217000
2009-09-21,695000
2009-09-22,737000
2009-09-23,755000
2009-09-24,762000
2009-09-25,744000
2009-09-26,350000
2009-09-27,223000
2009-09-28,677000
2009-09-29,772000
2009-09-30,746000
2009-10-01,746000
2009-10-02,751000
2009-10-03,376000
2009-10-04,268000
2009-10-05,723000
2009-10-06,756000
2009-10-07,761000
2009-10-08,771000
2009-10-09,743000
2009-10-10,340000
2009-10-11,275000
2009-10-12,355000
2009-10-13,735000
2009-10-14,757000
2009-10-15,753000
2009-10-16,749000
2009-10-17,324000
2009-10-18,221000
2009-10-19,700000
2009-10-20,736000
2009-10-21,744000
2009-10-22,750000
2009-10-23,763000
2009-10-24,347000
2009-10-25,325000
2009-10-26,718000
2009-10-27,736000
2009-10-28,731000
2009-10-29,747000
2009-10-30,744000
2009-10-31,332000
2009-11-01,185000
2009-11-02,711000
2009-11-03,745000
2009-11-04,755000
2009-11-05,774000
2009-11-06,747000
2009-11-07,351000
2009-11-08,214000
2009-11-09,694000
2009-11-10,733000
2009-11-11,424000
2009-11-12,726000
2009-11-13,749000
2009-11-14,347000
2009-11-15,225000
2009-11-16,705000
2009-11-17,747000
2009-11-18,766000
2009-11-19,749000
2009-11-20,762000
2009-11-21,329000
2009-11-22,199000
2009-11-23,686000
2009-11-24,709000
2009-11-25,619000
2009-11-26,112000
2009-11-27,364000
2009-11-28,267000
2009-11-29,170000
2009-11-30,654000
2009-12-01,726000
2009-12-02,738000
2009-12-03,776000
2009-12-04,745000
2009-12-05,261000
2009-12-06,206000
2009-12-07,692000
2009-12-08,733000
2009-12-09,741000
2009-12-10,746000
2009-12-11,716000
2009-12-12,297000
2009-12-13,148000
2009-12-14,680000
2009-12-15,724000
2009-12-16,723000
2009-12-17,716000
2009-12-18,700000
2009-12-19,101000
2009-12-20,95000
2009-12-21,368000
2009-12-22,643000
2009-12-23,604000
2009-12-24,352000
2009-12-25,64000
2009-12-26,207000
2009-12-27,195000
2009-12-28,525000
2009-12-29,565000
2009-12-30,558000
2009-12-31,461000
2010-01-01,166000
2010-01-02,227000
2010-01-03,132000
2010-01-04,623000
2010-01-05,685000
2010-01-06,686000
2010-01-07,710000
2010-01-08,682000
2010-01-09,264000
2010-01-10,172000
2010-01-11,685000
2010-01-12,729000
2010-01-13,723000
2010-01-14,737000
2010-01-15,725000
2010-01-16,329000
2010-01-17,187000
2010-01-18,271000
2010-01-19,713000
2010-01-20,733000
2010-01-21,755000
2010-01-22,785000
2010-01-23,342000
2010-01-24,167000
2010-01-25,676000
2010-01-26,717000
2010-01-27,745000
2010-01-28,729000
2010-01-29,718000
2010-01-30,279000
2010-01-31,199000
2010-02-01,698000
2010-02-02,724000
2010-02-03,664000
2010-02-04,750000
2010-02-05,513000
2010-02-06,61000
2010-02-07,92000
2010-02-08,124000
2010-02-09,256000
2010-02-10,33000
2010-02-11,114000
2010-02-12,526000
2010-02-13,313000
2010-02-14,256000
2010-02-15,308000
2010-02-16,741000
2010-02-17,780000
2010-02-18,798000
2010-02-19,793000
2010-02-20,348000
2010-02-21,210000
2010-02-22,708000
2010-02-23,754000
2010-02-24,761000
2010-02-25,742000
2010-02-26,714000
2010-02-27,319000
2010-02-28,185000
2010-03-01,700000
2010-03-02,736000
2010-03-03,758000
2010-03-04,767000
2010-03-05,747000
2010-03-06,377000
2010-03-07,222000
2010-03-08,725000
2010-03-09,764000
2010-03-10,773000
2010-03-11,763000
2010-03-12,740000
2010-03-13,332000
2010-03-14,214000
2010-03-15,718000
2010-03-16,780000
2010-03-17,802000
2010-03-18,784000
2010-03-19,780000
2010-03-20,466000
2010-03-21,331000
2010-03-22,707000
2010-03-23,773000
2010-03-24,794000
2010-03-25,780000
2010-03-26,741000
2010-03-27,446000
2010-03-28,252000
2010-03-29,712000
2010-03-30,764000
2010-03-31,806000
2010-04-01,867000
2010-04-02,876000
2010-04-03,641000
2010-04-04,332000
2010-04-05,823000
2010-04-06,831000
2010-04-07,857000
2010-04-08,843000
2010-04-09,833000
2010-04-10,530000
2010-04-11,309000
2010-04-12,742000
2010-04-13,767000
2010-04-14,787000
2010-04-15,813000
2010-04-16,767000
2010-04-17,382000
2010-04-18,244000
2010-04-19,757000
2010-04-20,803000
2010-04-21,776000
2010-04-22,809000
2010-04-23,803000
2010-04-24,323000
2010-04-25,241000
2010-04-26,700000
2010-04-27,750000
2010-04-28,769000
2010-04-29,755000
2010-04-30,745000
2010-05-01,358000
2010-05-02,217000
2010-05-03,685000
2010-05-04,758000
2010-05-05,778000
2010-05-06,767000
2010-05-07,750000
2010-05-08,341000
2010-05-09,205000
2010-05-10,691000
2010-05-11,729000
2010-05-12,750000
2010-05-13,759000
2010-05-14,734000
2010-05-15,370000
2010-05-16,242000
2010-05-17,697000
2010-05-18,739000
2010-05-19,774000
2010-05-20,801000
2010-05-21,772000
2010-05-22,367000
2010-05-23,215000
2010-05-24,712000
2010-05-25,754000
2010-05-26,780000
2010-05-27,754000
2010-05-28,683000
2010-05-29,334000
2010-05-30,300000
2010-05-31,249000
2010-06-01,726000
2010-06-02,776000
2010-06-03,775000
2010-06-04,788000
2010-06-05,393000
2010-06-06,235000
2010-06-07,756000
2010-06-08,847000
2010-06-09,792000
2010-06-10,826000
2010-06-11,784000
2010-06-12,364000
2010-06-13,246000
2010-06-14,759000
2010-06-15,815000
2010-06-16,802000
2010-06-17,823000
2010-06-18,835000
2010-06-19,386000
2010-06-20,258000
2010-06-21,768000
2010-06-22,814000
2010-06-23,894000
2010-06-24,801000
2010-06-25,803000
2010-06-26,427000
2010-06-27,258000
2010-06-28,741000
2010-06-29,789000
2010-06-30,787000
2010-07-01,817000
2010-07-02,781000
2010-07-03,438000
2010-07-04,562000
2010-07-05,283000
2010-07-06,745000
2010-07-07,769000
2010-07-08,789000
2010-07-09,792000
2010-07-10,320000
2010-07-11,250000
2010-07-12,736000
2010-07-13,787000
2010-07-14,800000
2010-07-15,815000
2010-07-16,778000
2010-07-17,358000
2010-07-18,247000
2010-07-19,743000
2010-07-20,789000
2010-07-21,796000
2010-07-22,804000
2010-07-23,806000
2010-07-24,337000
2010-07-25,240000
2010-07-26,739000
2010-07-27,819000
2010-07-28,810000
2010-07-29,773000
2010-07-30,792000
2010-07-31,374000
2010-08-01,246000
2010-08-02,707000
2010-08-03,724000
2010-08-04,737000
2010-08-05,716000
2010-08-06,715000
2010-08-07,319000
2010-08-08,213000
2010-08-09,680000
2010-08-10,732000
2010-08-11,722000
2010-08-12,694000
2010-08-13,711000
2010-08-14,328000
2010-08-15,203000
2010-08-16,666000
2010-08-17,704000
2010-08-18,675000
2010-08-19,721000
2010-08-20,690000
2010-08-21,310000
2010-08-22,192000
2010-08-23,671000
2010-08-24,702000
2010-08-25,726000
2010-08-26,740000
2010-08-27,771000
2010-08-28,472000
2010-08-29,230000
2010-08-30,669000
2010-08-31,700000
2010-09-01,720000
2010-09-02,715000
2010-09-03,674000
2010-09-04,311000
2010-09-05,242000
2010-09-06,240000
2010-09-07,705000
2010-09-08,725000
2010-09-09,713000
2010-09-10,730000
2010-09-11,339000
2010-09-12,215000
2010-09-13,698000
2010-09-14,732000
2010-09-15,740000
2010-09-16,748000
2010-09-17,729000
2010-09-18,323000
2010-09-19,221000
2010-09-20,700000
2010-09-21,742000
2010-09-22,755000
2010-09-23,753000
2010-09-24,753000
2010-09-25,369000
2010-09-26,199000
2010-09-27,685000
2010-09-28,743000
2010-09-29,742000
2010-09-30,692000
2010-10-01,746000
2010-10-02,418000
2010-10-03,212000
2010-10-04,692000
2010-10-05,748000
2010-10-06,747000
2010-10-07,754000
2010-10-08,723000
2010-10-09,315000
2010-10-10,223000
2010-10-11,321000
2010-10-12,726000
2010-10-13,747000
2010-10-14,722000
2010-10-15,738000
2010-10-16,330000
2010-10-17,222000
2010-10-18,684000
2010-10-19,734000
2010-10-20,721000
2010-10-21,740000
2010-10-22,743000
2010-10-23,411000
2010-10-24,272000
2010-10-25,698000
2010-10-26,744000
2010-10-27,735000
2010-10-28,761000
2010-10-29,810000
2010-10-30,788000
2010-10-31,340000
2010-11-01,703000
2010-11-02,728000
2010-11-03,744000
2010-11-04,728000
2010-11-05,759000
2010-11-06,328000
2010-11-07,198000
2010-11-08,699000
2010-11-09,732000
2010-11-10,754000
2010-11-11,446000
2010-11-12,692000
2010-11-13,331000
2010-11-14,202000
2010-11-15,694000
2010-11-16,695000
2010-11-17,728000
2010-11-18,727000
2010-11-19,728000
2010-11-20,352000
2010-11-21,185000
2010-11-22,681000
2010-11-23,694000
2010-11-24,587000
2010-11-25,101000
2010-11-26,344000
2010-11-27,247000
2010-11-28,185000
2010-11-29,642000
2010-11-30,692000
2010-12-01,689000
2010-12-02,720000
2010-12-03,716000
2010-12-04,299000
2010-12-05,174000
2010-12-06,684000
2010-12-07,708000
2010-12-08,701000
2010-12-09,730000
2010-12-10,691000
2010-12-11,294000
2010-12-12,163000
2010-12-13,650000
2010-12-14,693000
2010-12-15,694000
2010-12-16,703000
2010-12-17,677000
2010-12-18,281000
2010-12-19,166000
2010-12-20,624000
2010-12-21,632000
2010-12-22,591000
2010-12-23,488000
2010-12-24,162000
2010-12-25,63000
2010-12-26,122000
2010-12-27,383000
2010-12-28,506000
2010-12-29,554000
2010-12-30,511000
2010-12-31,286000
2011-01-01,174000
2011-01-02,159000
2011-01-03,596000
2011-01-04,674000
2011-01-05,672000
2011-01-06,674000
2011-01-07,664000
2011-01-08,256000
2011-01-09,149000
2011-01-10,650000
2011-01-11,688000
2011-01-12,680000
2011-01-13,702000
2011-01-14,680000
2011-01-15,251000
2011-01-16,180000
2011-01-17,208000
2011-01-18,603000
2011-01-19,718000
2011-01-20,727000
2011-01-21,702000
2011-01-22,266000
2011-01-23,182000
2011-01-24,724000
2011-01-25,719000
2011-01-26,681000
2011-01-27,472000
2011-01-28,695000
2011-01-29,295000
2011-01-30,175000
2011-01-31,688000
2011-02-01,679000
2011-02-02,701000
2011-02-03,735000
2011-02-04,738000
2011-02-05,295000
2011-02-06,201000
2011-02-07,671000
2011-02-08,727000
2011-02-09,723000
2011-02-10,723000
2011-02-11,725000
2011-02-12,333000
2011-02-13,197000
2011-02-14,692000
2011-02-15,716000
2011-02-16,725000
2011-02-17,729000
2011-02-18,709000
2011-02-19,295000
2011-02-20,198000
2011-02-21,244000
2011-02-22,647000
2011-02-23,729000
2011-02-24,739000
2011-02-25,703000
2011-02-26,310000
2011-02-27,185000
2011-02-28,660000
2011-03-01,734000
2011-03-02,734000
2011-03-03,739000
2011-03-04,714000
2011-03-05,312000
2011-03-06,161000
2011-03-07,693000
2011-03-08,751000
2011-03-09,757000
2011-03-10,714000
2011-03-11,745000
2011-03-12,359000
2011-03-13,237000
2011-03-14,727000
2011-03-15,762000
2011-03-16,769000
2011-03-17,807000
2011-03-18,741000
2011-03-19,350000
2011-03-20,211000
2011-03-21,679000
2011-03-22,745000
2011-03-23,736000
2011-03-24,749000
2011-03-25,759000
2011-03-26,438000
2011-03-27,233000
2011-03-28,696000
2011-03-29,772000
2011-03-30,759000
2011-03-31,793000
2011-04-01,786000
2011-04-02,472000
2011-04-03,395000
2011-04-04,762000
2011-04-05,765000
2011-04-06,807000
2011-04-07,803000
2011-04-08,756000
2011-04-09,451000
2011-04-10,265000
2011-04-11,738000
2011-04-12,752000
2011-04-13,782000
2011-04-14,793000
2011-04-15,767000
2011-04-16,284000
2011-04-17,297000
2011-04-18,736000
2011-04-19,764000
2011-04-20,796000
2011-04-21,808000
2011-04-22,689000
2011-04-23,337000
2011-04-24,190000
2011-04-25,692000
2011-04-26,746000
2011-04-27,751000
2011-04-28,748000
2011-04-29,759000
2011-04-30,352000
2011-05-01,232000
2011-05-02,705000
2011-05-03,743000
2011-05-04,742000
2011-05-05,767000
2011-05-06,724000
2011-05-07,334000
2011-05-08,196000
2011-05-09,690000
2011-05-10,740000
2011-05-11,750000
2011-05-12,762000
2011-05-13,746000
2011-05-14,333000
2011-05-15,229000
2011-05-16,716000
2011-05-17,744000
2011-05-18,750000
2011-05-19,756000
2011-05-20,730000
2011-05-21,358000
2011-05-22,222000
2011-05-23,711000
2011-05-24,752000
2011-05-25,763000
2011-05-26,756000
2011-05-27,713000
2011-05-28,321000
2011-05-29,290000
2011-05-30,253000
2011-05-31,715000
2011-06-01,760000
2011-06-02,764000
2011-06-03,779000
2011-06-04,369000
2011-06-05,219000
2011-06-06,739000
2011-06-07,784000
2011-06-08,782000
2011-06-09,791000
2011-06-10,764000
2011-06-11,347000
2011-06-12,244000
2011-06-13,752000
2011-06-14,824000
2011-06-15,842000
2011-06-16,816000
2011-06-17,819000
2011-06-18,366000
2011-06-19,281000
2011-06-20,734000
2011-06-21,811000
2011-06-22,820000
2011-06-23,811000
2011-06-24,780000
2011-06-25,402000
2011-06-26,243000
2011-06-27,734000
2011-06-28,784000
2011-06-29,795000
2011-06-30,791000
2011-07-01,762000
2011-07-02,413000
2011-07-03,324000
2011-07-04,501000
2011-07-05,741000
2011-07-06,786000
2011-07-07,808000
2011-07-08,765000
2011-07-09,398000
2011-07-10,264000
2011-07-11,759000
2011-07-12,797000
2011-07-13,804000
2011-07-14,823000
2011-07-15,791000
2011-07-16,343000
2011-07-17,225000
2011-07-18,740000
2011-07-19,788000
2011-07-20,802000
2011-07-21,772000
2011-07-22,715000
2011-07-23,302000
2011-07-24,213000
2011-07-25,716000
2011-07-26,801000
2011-07-27,812000
2011-07-28,807000
2011-07-29,788000
2011-07-30,396000
2011-07-31,251000
2011-08-01,728000
2011-08-02,787000
2011-08-03,775000
2011-08-04,775000
2011-08-05,740000
2011-08-06,310000
2011-08-07,211000
2011-08-08,686000
2011-08-09,726000
2011-08-10,738000
2011-08-11,738000
2011-08-12,724000
2011-08-13,284000
2011-08-14,187000
2011-08-15,653000
2011-08-16,729000
2011-08-17,733000
2011-08-18,726000
2011-08-19,721000
2011-08-20,338000
2011-08-21,202000
2011-08-22,674000
2011-08-23,628000
2011-08-24,672000
2011-08-25,700000
2011-08-26,687000
2011-08-27,126000
2011-08-28,149000
